Parameter,Well,Era,Value,Unit,Note
pastas_vs_ssmB_beta_3_drainage_rho,,,0.9745329297568106,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_beta_3_drainage_median_ratio,,,0.7615248176096361,,"median Pastas:ssmB ratio of beta_3_drainage (p16 0.643, p84 0.849; all, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_r,,,0.7863997273633857,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_rho,,,0.7846571339108654,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_median_ratio,,,1.985760715110247,,"median Pastas:ssmA ratio of beta_3_drainage (p16 1.036, p84 2.730; all, comparison_window)"
pastas_vs_ssmB_gain_r,,,0.8614165033542535,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_gain_rho,,,0.9591274397244549,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_gain_median_ratio,,,1.3819100166988205,,"median Pastas:ssmB ratio of gain (p16 1.212, p84 1.717; all, comparison_window)"
pastas_vs_ssmA_gain_r,,,0.9315837666966023,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmA at n = 65 wells (all, comparison_window)"
pastas_vs_ssmA_gain_rho,,,0.5390734265734265,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmA at n = 65 wells (all, comparison_window)"
pastas_vs_ssmA_gain_median_ratio,,,0.460205642506675,,"median Pastas:ssmA ratio of gain (p16 0.309, p84 0.879; all, comparison_window)"
pastas_vs_ssmB_efold_months_r,,,0.8721935558652878,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_efold_months_rho,,,0.9745329297568106,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_efold_months_median_ratio,,,1.3506634144154286,,"median Pastas:ssmB ratio of efold_months (p16 1.186, p84 1.626; all, comparison_window)"
pastas_vs_ssmA_efold_months_r,,,0.9633915267811379,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmA at n = 65 wells (all, comparison_window)"
pastas_vs_ssmA_efold_months_rho,,,0.776486013986014,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmA at n = 65 wells (all, comparison_window)"
pastas_vs_ssmA_efold_months_median_ratio,,,0.484512853082586,,"median Pastas:ssmA ratio of efold_months (p16 0.340, p84 0.888; all, comparison_window)"
pastas_vs_ssmB_f_evap_r,,,0.9651974885203761,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_f_evap_rho,,,0.9442646905333474,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_f_evap_median_ratio,,,0.8537378658173785,,"median Pastas:ssmB ratio of f_evap (p16 0.778, p84 0.928; all, comparison_window)"
pastas_vs_ssmA_f_evap_r,,,0.8066283686482846,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_f_evap_rho,,,0.5604634171798352,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_f_evap_median_ratio,,,1.4273522876955322,,"median Pastas:ssmA ratio of f_evap (p16 1.066, p84 2.207; all, comparison_window)"
pastas_vs_ssmB_base_level_m_r,,,0.8199355289792134,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_base_level_m_rho,,,0.9482308736040082,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 66 wells (all, comparison_window)"
pastas_vs_ssmB_base_level_m_median_diff,,,-0.4345668806355627,m,"median Pastas minus ssmB base level (all, comparison_window)"
pastas_vs_ssmA_base_level_m_r,,,,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_base_level_m_rho,,,,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 66 wells (all, comparison_window)"
pastas_vs_ssmA_base_level_m_median_diff,,,1.8549598416840378,m,"median Pastas minus ssmA base level (all, comparison_window)"
pastas_vs_ssmB_beta_1_recharge_r_identified,,,0.9915367895193524,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_1_recharge_rho_identified,,,0.9885502338332526,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_1_recharge_median_ratio_identified,,,1.0494709230066237,,"median Pastas:ssmB ratio of beta_1_recharge (p16 1.026, p84 1.101; identified, comparison_window)"
pastas_vs_ssmA_beta_1_recharge_r_identified,,,0.9502951703208634,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_1_recharge_rho_identified,,,0.9580712788259957,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_1_recharge_median_ratio_identified,,,0.8947818186379852,,"median Pastas:ssmA ratio of beta_1_recharge (p16 0.830, p84 0.961; identified, comparison_window)"
pastas_vs_ssmB_beta_2_atmospheric_draw_r_identified,,,0.9611937174786164,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_2_atmospheric_draw_rho_identified,,,0.9262215771649733,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_2_atmospheric_draw_median_ratio_identified,,,0.8863870851587551,,"median Pastas:ssmB ratio of beta_2_atmospheric_draw (p16 0.830, p84 0.936; identified, comparison_window)"
pastas_vs_ssmA_beta_2_atmospheric_draw_r_identified,,,0.23985117549710655,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_2_atmospheric_draw_rho_identified,,,0.29067892275439444,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_2_atmospheric_draw_median_ratio_identified,,,1.3925379083206915,,"median Pastas:ssmA ratio of beta_2_atmospheric_draw (p16 1.152, p84 1.885; identified, comparison_window)"
pastas_vs_ssmB_beta_3_drainage_r_identified,,,0.9679227054744278,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_3_drainage_rho_identified,,,0.9554104176745686,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_beta_3_drainage_median_ratio_identified,,,0.7844118961488926,,"median Pastas:ssmB ratio of beta_3_drainage (p16 0.669, p84 0.850; identified, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_r_identified,,,0.6804334565352241,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_rho_identified,,,0.6171585228189003,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_beta_3_drainage_median_ratio_identified,,,2.0845152140618315,,"median Pastas:ssmA ratio of beta_3_drainage (p16 1.454, p84 2.796; identified, comparison_window)"
pastas_vs_ssmB_gain_r_identified,,,0.9457726332061934,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_gain_rho_identified,,,0.932510885341074,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_gain_median_ratio_identified,,,1.3137713071596504,,"median Pastas:ssmB ratio of gain (p16 1.210, p84 1.631; identified, comparison_window)"
pastas_vs_ssmA_gain_r_identified,,,0.30508736421237964,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_gain_rho_identified,,,0.2661667472988228,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_gain_median_ratio_identified,,,0.4343251778830271,,"median Pastas:ssmA ratio of gain (p16 0.302, p84 0.660; identified, comparison_window)"
pastas_vs_ssmB_efold_months_r_identified,,,0.9574935161191255,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_efold_months_rho_identified,,,0.9554104176745686,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_efold_months_median_ratio_identified,,,1.3013770844839574,,"median Pastas:ssmB ratio of efold_months (p16 1.184, p84 1.560; identified, comparison_window)"
pastas_vs_ssmA_efold_months_r_identified,,,0.6486012888705154,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_efold_months_rho_identified,,,0.6171585228189003,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_efold_months_median_ratio_identified,,,0.46179055812615216,,"median Pastas:ssmA ratio of efold_months (p16 0.337, p84 0.676; identified, comparison_window)"
pastas_vs_ssmB_f_evap_r_identified,,,0.9213970235631509,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_f_evap_rho_identified,,,0.9267053701015964,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_f_evap_median_ratio_identified,,,0.8351513750355279,,"median Pastas:ssmB ratio of f_evap (p16 0.766, p84 0.902; identified, comparison_window)"
pastas_vs_ssmA_f_evap_r_identified,,,0.35590034132564263,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_f_evap_rho_identified,,,0.2892275439445251,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_f_evap_median_ratio_identified,,,1.545380318008893,,"median Pastas:ssmA ratio of f_evap (p16 1.215, p84 2.249; identified, comparison_window)"
pastas_vs_ssmB_base_level_m_r_identified,,,0.969756677583829,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_base_level_m_rho_identified,,,0.9681502983389776,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmB_base_level_m_median_diff_identified,,,-0.39496984470548613,m,"median Pastas minus ssmB base level (identified, comparison_window)"
pastas_vs_ssmA_base_level_m_r_identified,,,,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_base_level_m_rho_identified,,,,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 53 wells (identified, comparison_window)"
pastas_vs_ssmA_base_level_m_median_diff_identified,,,2.2053032816778178,m,"median Pastas minus ssmA base level (identified, comparison_window)"
pastas_vs_ssmB_beta_1_recharge_r_full,,,0.9945394412604154,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_1_recharge_rho_full,,,0.9945308422920364,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_1_recharge_median_ratio_full,,,1.0315410979923727,,"median Pastas:ssmB ratio of beta_1_recharge (p16 1.000, p84 1.050; all, full_record)"
pastas_vs_ssmA_beta_1_recharge_r_full,,,0.9727561724342095,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_1_recharge_rho_full,,,0.9760776536895942,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_1_recharge_median_ratio_full,,,0.9166706410054084,,"median Pastas:ssmA ratio of beta_1_recharge (p16 0.868, p84 0.975; all, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_r_full,,,0.9735244907236461,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_rho_full,,,0.9344118567999167,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_median_ratio_full,,,0.9323173950405754,,"median Pastas:ssmB ratio of beta_2_atmospheric_draw (p16 0.884, p84 0.974; all, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_r_full,,,0.3061277979302376,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_rho_full,,,0.2688028389520927,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_median_ratio_full,,,1.2397335009041843,,"median Pastas:ssmA ratio of beta_2_atmospheric_draw (p16 1.046, p84 1.685; all, full_record)"
pastas_vs_ssmB_beta_3_drainage_r_full,,,0.9863026694409613,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_3_drainage_rho_full,,,0.9774136311449747,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_beta_3_drainage_median_ratio_full,,,0.8305205976815888,,"median Pastas:ssmB ratio of beta_3_drainage (p16 0.760, p84 0.923; all, full_record)"
pastas_vs_ssmA_beta_3_drainage_r_full,,,0.7475200111798843,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_3_drainage_rho_full,,,0.812086421041645,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_beta_3_drainage_median_ratio_full,,,1.9056644637400222,,"median Pastas:ssmA ratio of beta_3_drainage (p16 1.251, p84 2.849; all, full_record)"
pastas_vs_ssmB_gain_r_full,,,0.5715040102733844,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_gain_rho_full,,,0.948815363740737,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_gain_median_ratio_full,,,1.2312281332292292,,"median Pastas:ssmB ratio of gain (p16 1.104, p84 1.379; all, full_record)"
pastas_vs_ssmA_gain_r_full,,,0.92857885554245,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmA at n = 65 wells (all, full_record)"
pastas_vs_ssmA_gain_rho_full,,,0.5431818181818182,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmA at n = 65 wells (all, full_record)"
pastas_vs_ssmA_gain_median_ratio_full,,,0.4961433661746886,,"median Pastas:ssmA ratio of gain (p16 0.306, p84 0.771; all, full_record)"
pastas_vs_ssmB_efold_months_r_full,,,0.6087834403963334,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_efold_months_rho_full,,,0.9774136311449747,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_efold_months_median_ratio_full,,,1.2264288970257822,,"median Pastas:ssmB ratio of efold_months (p16 1.090, p84 1.354; all, full_record)"
pastas_vs_ssmA_efold_months_r_full,,,0.9500197328148379,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmA at n = 65 wells (all, full_record)"
pastas_vs_ssmA_efold_months_rho_full,,,0.8033216783216783,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmA at n = 65 wells (all, full_record)"
pastas_vs_ssmA_efold_months_median_ratio_full,,,0.5102974037886852,,"median Pastas:ssmA ratio of efold_months (p16 0.325, p84 0.782; all, full_record)"
pastas_vs_ssmB_f_evap_r_full,,,0.9699015853663767,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_f_evap_rho_full,,,0.9526980482204365,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_f_evap_median_ratio_full,,,0.9021966276559701,,"median Pastas:ssmB ratio of f_evap (p16 0.849, p84 0.969; all, full_record)"
pastas_vs_ssmA_f_evap_r_full,,,0.7562738676101319,,"Pearson r, Pastas (AR1 noise) f_evap against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_f_evap_rho_full,,,0.4264899279824654,,"Spearman rho, Pastas (AR1 noise) f_evap against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_f_evap_median_ratio_full,,,1.3451322712849436,,"median Pastas:ssmA ratio of f_evap (p16 1.079, p84 1.953; all, full_record)"
pastas_vs_ssmB_base_level_m_r_full,,,0.9474350233058533,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_base_level_m_rho_full,,,0.9481891243085275,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmB at n = 66 wells (all, full_record)"
pastas_vs_ssmB_base_level_m_median_diff_full,,,-0.2731092981521929,m,"median Pastas minus ssmB base level (all, full_record)"
pastas_vs_ssmA_base_level_m_r_full,,,,,"Pearson r, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_base_level_m_rho_full,,,,,"Spearman rho, Pastas (AR1 noise) base_level_m against SSM ssmA at n = 66 wells (all, full_record)"
pastas_vs_ssmA_base_level_m_median_diff_full,,,1.9774595786753082,m,"median Pastas minus ssmA base level (all, full_record)"
pastas_vs_ssmB_beta_1_recharge_r_identified_full,,,0.9942800051377069,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_1_recharge_rho_identified_full,,,0.9940476190476191,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_1_recharge_median_ratio_identified_full,,,1.0321845731788122,,"median Pastas:ssmB ratio of beta_1_recharge (p16 1.006, p84 1.050; identified, full_record)"
pastas_vs_ssmA_beta_1_recharge_r_identified_full,,,0.9703992301052078,,"Pearson r, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_1_recharge_rho_identified_full,,,0.9726382488479264,,"Spearman rho, Pastas (AR1 noise) beta_1_recharge against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_1_recharge_median_ratio_identified_full,,,0.9156194025027089,,"median Pastas:ssmA ratio of beta_1_recharge (p16 0.867, p84 0.972; identified, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_r_identified_full,,,0.9786548739086182,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_rho_identified_full,,,0.946476574500768,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_2_atmospheric_draw_median_ratio_identified_full,,,0.9293767107300247,,"median Pastas:ssmB ratio of beta_2_atmospheric_draw (p16 0.882, p84 0.969; identified, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_r_identified_full,,,0.29077757810240445,,"Pearson r, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_rho_identified_full,,,0.24587173579109062,,"Spearman rho, Pastas (AR1 noise) beta_2_atmospheric_draw against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_2_atmospheric_draw_median_ratio_identified_full,,,1.2461755758862332,,"median Pastas:ssmA ratio of beta_2_atmospheric_draw (p16 1.057, p84 1.689; identified, full_record)"
pastas_vs_ssmB_beta_3_drainage_r_identified_full,,,0.9852920489814981,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_3_drainage_rho_identified_full,,,0.9743183563748081,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_beta_3_drainage_median_ratio_identified_full,,,0.8301026486833948,,"median Pastas:ssmB ratio of beta_3_drainage (p16 0.765, p84 0.921; identified, full_record)"
pastas_vs_ssmA_beta_3_drainage_r_identified_full,,,0.7229108151143823,,"Pearson r, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_3_drainage_rho_identified_full,,,0.7843221966205837,,"Spearman rho, Pastas (AR1 noise) beta_3_drainage against SSM ssmA at n = 63 wells (identified, full_record)"
pastas_vs_ssmA_beta_3_drainage_median_ratio_identified_full,,,1.9230564801352958,,"median Pastas:ssmA ratio of beta_3_drainage (p16 1.280, p84 2.864; identified, full_record)"
pastas_vs_ssmB_gain_r_identified_full,,,0.9471158757644478,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_gain_rho_identified_full,,,0.9415802611367129,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_gain_median_ratio_identified_full,,,1.2323239549570242,,"median Pastas:ssmB ratio of gain (p16 1.106, p84 1.370; identified, full_record)"
pastas_vs_ssmA_gain_r_identified_full,,,0.7489874159736885,,"Pearson r, Pastas (AR1 noise) gain against SSM ssmA at n = 62 wells (identified, full_record)"
pastas_vs_ssmA_gain_rho_identified_full,,,0.4766185691621969,,"Spearman rho, Pastas (AR1 noise) gain against SSM ssmA at n = 62 wells (identified, full_record)"
pastas_vs_ssmA_gain_median_ratio_identified_full,,,0.4570670497337182,,"median Pastas:ssmA ratio of gain (p16 0.302, p84 0.717; identified, full_record)"
pastas_vs_ssmB_efold_months_r_identified_full,,,0.9607519587688839,,"Pearson r, Pastas (AR1 noise) efold_months against SSM ssmB at n = 63 wells (identified, full_record)"
pastas_vs_ssmB_efold_months_rho_identified_full,,,0.9743183563748081,,"Spearman rho, Pastas (AR1 noise) efold_months against SSM ssmB at n = 63 wells (identified, full_record)"
