document,kind,key,page,pdf,pdf_built,n_matches
crynodeb_academaidd,para,fullreportmethodssupplem,1,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,dadansoddwydsetddatamoni,1,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,rhannodddadansoddiadclys,1,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ffigur1ypumparthhydrodda,1,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maerrhaniadk5yncynhyrchu,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,tabl1cyfernodaumecanisti,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,gorfodaethhinsawddadadan,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maetymheredduchafswmyrha,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maecanfyddiadvanwillegen,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maerhagamcanioncanradd50,2,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ffigur2llwybrisafswmhafr,3,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ffigur3rhagamcanionukcp1,3,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,crafutwyniceh36ebrill201,3,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ceh36maetriamcangyfrifwr,3,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ceh18ceh21hydref2023cofn,4,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,cynllunancovabacipumhaen,4,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maerdiganlyniadhafyngyso,4,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,newidsylfaenolygwanwynaa,5,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,cymhariaethmsl5diweddffe,5,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ffigur4newidmsl520172023,5,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maedadansoddiadsymudiadg,5,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ffigur5symudiadgwanwyngw,6,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maecydnewidyndwyreinioam,6,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,graddfarnewidaarsylwydyn,6,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maerymyriadaurheoliaastu,6,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,tabl2prifganlyniadaumein,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,ylefelddrisafswmhafywrne,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,crafutwynimewnsafleoeddm,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maeclirdorriyncodilefela,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,gostyngiadardrawsysaflem,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maesignalffinciliorarfor,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maesaflehydroligygoedwig,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,maegrymoeddhinsawddacarf,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
crynodeb_academaidd,para,drafftcyfieithiaddraffta,7,docs/academic_summaries/crynodeb_academaidd.pdf,2026-09-24T12:34Z,1
PAPER1_SI_methods,para,thissupportinginformatio,1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,Supporting Information,1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,"Hollingham (2026), Paper 1 --- *A parameter-sparse state-space framework for aquifer characterization from long-term manual dipwell records: a 21-year case study at Newborough Warren*",1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thepipelineandoutputsare,1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thegradientregressionabo,1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S13.6 Seasonal robustness (spring mean),1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thegradientisitselfseaso,1,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,becausetheforestfreepane,2,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S13.7 Single-well leverage of δ₀,2,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,s1fieldprotocoldataprepa,2,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,Contents,2,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,the88wellmanualdipwellne,3,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,"S1. Field protocol, data preparation, and date semantics",3,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thornthwaite1948definest,3,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,bucketingreadingsonphysi,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,datesemanticseverymonthl,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,aconcreteexampleforwellc,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,ht0610mendofjulyreadingh,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thestatespacemodelsectio,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,aboveordnancedatuminvari,4,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thedatapreparationstep01,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,watertablerecordsarescre,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S1.3 Cleaning and gap rules,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thereferencenetwork66wel,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S1.4 Reference-network selection,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theextendednetworkaddsth,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,cleanedmonthlyperwellfra,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S1.5 Output,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,allpipelineconstantsandt,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S2. Constants and configuration,5,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,allvaluesthatareconstant,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S2.1 Constants,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,drainagedatum37msensitiv,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,the24corsicanpinecanopyi,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,asinglecanonicaltableofp,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S2.2 Canonical pipeline parameters file,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,clusteridentification02c,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3. Behavioural clustering and the *k* = 5 partition,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3.1 Distance metric and linkage,6,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,wardshierarchicallinkage,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theclusteringliteratureo,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3.2 Cluster-count selection,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,fornewboroughthesilhouet,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thiswasnotadoptedtheinte,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thisstudythereforeselect,7,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thereferencenetworkispar,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3.3 The k = 5 partition table,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,1c1lakeedge7lakeadjacent,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,membershipcountscanonica,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,wardslinkageproducesclus,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3.4 Canonical ID anchoring,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,bootstrapresamplingofthe,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S3.5 Stability,8,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theclusteringalgorithmas,9,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S4. Pearson affinity audit and spatial confidence,9,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,awellwithahighprimaryaff,9,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theauditshowsthreepatter,9,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thec2c3gradationisdiscus,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theoutput05pear01spatial,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,acrossthe66referencenetw,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thestatespacemodelssmist,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5. The state-space model --- displacement formulation,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,wherehtisthechangeinwate,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.1 Equation,10,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thequantityzht1isthedisp,11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theequationisamultipleli,11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,allthreevaluesarereporte,11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.2 Sign conventions,11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thedrainagetermusesthewa,11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.3 Why *h*(*t*−1) rather than *h*(*t*),11,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,the37mdrainagedatumwasse,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.4 Drainage datum,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theroleofthedatumistoshi,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,hisinvariantunderthechoi,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thessmisfittedattwodisti,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.5 Implementation: two levels of fit,12,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,clustermeanfittheprimary,13,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,perwellfitthespatialprod,13,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,commondesignmatrixconstr,13,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,becausethessmisamonthlyt,14,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.6 Residual serial correlation and inference validity,14,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,asarobustnesscheckthecoe,14,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,therechargetermusesthecu,15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S5.7 Rainfall enters contemporaneously,15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,sections55introducedthet,15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S6. State-space regression and the Lumped Catchment Storage Coefficient,15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,"S6.1 Per-well and cluster-mean fits, and where each is used",15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,table1clustermechanistic,15,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theclustermeanfitisthepr,16,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,threeofthepaper1outputsa,16,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thefullperclustervaluest,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S6.2 Cluster-mean coefficients,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theclustermeancoefficien,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S6.3 Caveats on OLS coefficient values,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,firstthecoefficientsarel,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,secondthessmislinearised,17,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thirdatmonthlytimesteppp,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thepracticalimplicationi,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thelumpedcatchmentstorag,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S6.4 Lumped Catchment Storage Coefficient,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,becauseisthewatertableri,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thecoefficientislumpedin,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thecontrastacrossthecano,18,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,perclusterlcscvaluesarer,19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thessmsthirdcoefficientt,19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S7. SSM vs traditional linear model (benchmarking),19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thetlmisthesimplestunphy,19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,rainfallpetandanintercep,19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thetlmisnotproposedasapu,19,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,ateachwellinthereference,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thessmoutperformsthetlma,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thetlmbenchmarkisreporte,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theperwellvaluessections,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S8. Spatial interpolation of SSM coefficients,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theidwexponentisp2aconve,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S8.1 IDW configuration,20,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,onlyonemonitoringwellceh,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S8.2 Masking,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theidwsearchbandwidthiss,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S8.3 Bandwidth and edge effects,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thethreeinterpolatedcoef,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S8.4 Coefficient atlas,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,thestatespaceregressions,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S9. Residual-field diagnostics,21,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,theresidualfieldcarriesn,22,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,para,ifaridgederivedlateralin,22,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
PAPER1_SI_methods,heading,S9.1 Cross-correlation lag test (23_ridge_recharge_lag_test.py),22,docs/papers/paper_1/PAPER1_SI_methods.pdf,2026-09-25T13:05Z,1
