Parameter,Well,Era,Value,Unit,Note
Per_well_BACI_displacement,CEH32,Post_felling,-0.6236,m,Zone=Control
Per_well_BACI_displacement,CEH34,Pre_felling,0.2203,m,Zone=Control
Per_well_BACI_displacement,CEH34,Post_felling,0.2314,m,Zone=Control
Per_well_BACI_displacement,CEH33,Pre_felling,-0.6249,m,Zone=Control
Per_well_BACI_displacement,CEH33,Post_felling,-0.6294,m,Zone=Control
Per_well_BACI_displacement,NW10,Pre_felling,-0.0866,m,Zone=Control
Per_well_BACI_displacement,NW10,Post_felling,0.0365,m,Zone=Control
Per_well_BACI_displacement,CEH19,Pre_felling,0.2136,m,Zone=Control
Per_well_BACI_displacement,CEH19,Post_felling,0.1417,m,Zone=Control
Per_well_BACI_displacement,CEH9,Pre_felling,0.3203,m,Zone=Control
Per_well_BACI_displacement,CEH9,Post_felling,0.3929,m,Zone=Control
Per_well_BACI_displacement,NW7,Pre_felling,-0.2724,m,Zone=Control
Per_well_BACI_displacement,NW7,Post_felling,-0.1897,m,Zone=Control
Per_well_BACI_displacement,NW6,Pre_felling,0.5103,m,Zone=Control
Per_well_BACI_displacement,NW6,Post_felling,0.6402,m,Zone=Control
Table6_beta3,FE2,Before,-0.0335,m,"CI=[-0.1251,0.0581] p=0.45812"
Table6_beta3,FE2,After,-0.0027,m,"CI=[-0.0646,0.0593] p=0.93134"
Table6_beta3,FE2,After_Scrape2,0.0085,m,"CI=[-0.1177,0.1347] p=0.89126"
Table6_beta3,FE4,After,0.0098,m,"CI=[-0.0701,0.0896] p=0.80818"
Table6_beta3,FE4,After_Scrape2,-0.0016,m,"CI=[-0.0966,0.0934] p=0.97236"
Table6_beta3,WMC3,Before,0.0303,m,"CI=[-0.0280,0.0886] p=0.30437"
Table6_beta3,WMC3,After,0.0472,m,"CI=[-0.0310,0.1254] p=0.23233"
Table6_beta3,WMC3,After_Scrape2,0.0638,m,"CI=[-0.0538,0.1814] p=0.27496"
Table6_beta3,FE1,Before,-0.0536,m,"CI=[-0.1488,0.0416] p=0.25731"
Table6_beta3,FE1,After,-0.0393,m,"CI=[-0.0987,0.0200] p=0.19052"
Table6_beta3,FE1,After_Scrape2,-0.0213,m,"CI=[-0.1482,0.1057] p=0.73319"
Table6_beta3,FE3,Before,-0.1321,m,"CI=[-0.1889,-0.0752] p=0.00189"
Table6_beta3,FE3,After,0.0432,m,"CI=[-0.0405,0.1268] p=0.30654"
Table6_beta3,FE3,After_Scrape2,0.0432,m,"CI=[-0.0535,0.1400] p=0.36702"
Table6_beta3,CEH31,Before,0.0607,m,"CI=[0.0051,0.1164] p=0.03289"
Table6_beta3,CEH31,After,0.0562,m,"CI=[-0.0276,0.1400] p=0.18555"
Table6_beta3,CEH31,After_Scrape2,0.0821,m,"CI=[-0.0736,0.2379] p=0.28836"
Table6_beta3,LIS1,After,0.002,m,"CI=[-0.0761,0.0802] p=0.95908"
Table6_beta3,LIS1,After_Scrape2,0.0,m,"CI=[-0.1273,0.1274] p=0.99967"
Table6_beta3,CEH20,Before,0.0029,m,"CI=[-0.0376,0.0434] p=0.88628"
Table6_beta3,CEH20,After,-0.0189,m,"CI=[-0.0794,0.0415] p=0.53384"
Table6_beta3,CEH20,After_Scrape2,-0.0237,m,"CI=[-0.1426,0.0952] p=0.68565"
Table6_beta3,CEH30,Before,0.0113,m,"CI=[-0.0406,0.0632] p=0.66592"
Table6_beta3,CEH30,After,-0.0166,m,"CI=[-0.0832,0.0500] p=0.62090"
Table6_beta3,CEH30,After_Scrape2,-0.019,m,"CI=[-0.1350,0.0971] p=0.73950"
Table6_beta3,CEH16,Before,0.0467,m,"CI=[0.0058,0.0875] p=0.02540"
Table6_beta3,CEH16,After,0.0155,m,"CI=[-0.0471,0.0780] p=0.62348"
Table6_beta3,CEH16,After_Scrape2,0.0367,m,"CI=[-0.0903,0.1638] p=0.55729"
Table6_beta3,NW8B,Before,0.0268,m,"CI=[-0.0686,0.1223] p=0.56837"
Table6_beta3,NW8B,After,0.0246,m,"CI=[-0.0503,0.0995] p=0.51437"
Table6_beta3,NW8B,After_Scrape2,0.022,m,"CI=[-0.0835,0.1275] p=0.67163"
Table6_beta3,CEH32,Before,-0.0091,m,"CI=[-0.0512,0.0329] p=0.66760"
Table6_beta3,CEH32,After,-0.0321,m,"CI=[-0.0879,0.0237] p=0.25556"
Table6_beta3,CEH32,After_Scrape2,-0.0149,m,"CI=[-0.1720,0.1421] p=0.84678"
Table6_beta3,CEH34,Before,-0.001,m,"CI=[-0.0497,0.0477] p=0.96632"
Table6_beta3,CEH34,After,-0.0368,m,"CI=[-0.0876,0.0139] p=0.15200"
Table6_beta3,CEH34,After_Scrape2,-0.0291,m,"CI=[-0.1425,0.0843] p=0.60258"
Table6_beta3,CEH33,Before,0.0039,m,"CI=[-0.0429,0.0507] p=0.86866"
Table6_beta3,CEH33,After,-0.0239,m,"CI=[-0.0869,0.0391] p=0.45102"
Table6_beta3,CEH33,After_Scrape2,-0.0136,m,"CI=[-0.1416,0.1145] p=0.82931"
Table6_beta3,NW10,Before,-0.0168,m,"CI=[-0.0626,0.0290] p=0.46964"
Table6_beta3,NW10,After,0.0007,m,"CI=[-0.0639,0.0654] p=0.98205"
Table6_beta3,NW10,After_Scrape2,-0.0003,m,"CI=[-0.0905,0.0900] p=0.99548"
Table6_beta3,CEH19,Before,0.0863,m,"CI=[0.0353,0.1374] p=0.00110"
Table6_beta3,CEH19,After,0.068,m,"CI=[0.0051,0.1310] p=0.03451"
Table6_beta3,CEH19,After_Scrape2,0.0973,m,"CI=[-0.0503,0.2448] p=0.18703"
Table6_beta3,CEH9,Before,0.0291,m,"CI=[-0.0145,0.0727] p=0.18966"
Table6_beta3,CEH9,After,0.0106,m,"CI=[-0.0493,0.0705] p=0.72412"
Table6_beta3,CEH9,After_Scrape2,0.0267,m,"CI=[-0.0973,0.1507] p=0.66158"
Table6_beta3,NW7,Before,0.0375,m,"CI=[-0.0093,0.0842] p=0.11539"
Table6_beta3,NW7,After,0.0236,m,"CI=[-0.0510,0.0982] p=0.53007"
Table6_beta3,NW7,After_Scrape2,0.0283,m,"CI=[-0.0954,0.1519] p=0.64232"
Table6_beta3,NW6,Before,0.0989,m,"CI=[0.0408,0.1570] p=0.00099"
Table6_beta3,NW6,After,0.144,m,"CI=[0.0518,0.2362] p=0.00270"
Table6_beta3,NW6,After_Scrape2,0.107,m,"CI=[-0.0396,0.2535] p=0.14561"
Transect_step_change,CEH2,Post_felling,0.0922,m,"Distance=414m, Role=reference"
Transect_step_change,CEH34,Post_felling,0.0582,m,"Distance=285m, Role=control"
Transect_step_change,WMC3,Post_felling,0.1146,m,"Distance=92m, Role=impact"
Transect_step_change,NW8B,Post_felling,0.101,m,"Distance=184m, Role=edge"
Transect_step_change,CEH20,Post_felling,0.0803,m,"Distance=186m, Role=edge"
Transect_step_change,CEH16,Post_felling,0.0021,m,"Distance=191m, Role=edge"
NW10_broadleaf_trend_slope,NW10,2019-2025,-16.6964,mm/yr,"p=0.2402, n=7"
NW10_mean_anomaly_2010_2021,NW10,,0.29,m,vs pine interior composite
Summer_minimum_median,,Pre_felling,-1.675,m,"Zone=Impact, n_years=12"
Summer_minimum_median,,Post_felling,-1.84,m,"Zone=Impact, n_years=24"
Summer_minimum_median,,Pre_felling,-1.65,m,"Zone=Edge, n_years=43"
Summer_minimum_median,,Post_felling,-1.695,m,"Zone=Edge, n_years=64"
Summer_minimum_median,,Pre_felling,-1.26,m,"Zone=Control, n_years=81"
Summer_minimum_median,,Post_felling,-1.395,m,"Zone=Control, n_years=64"
Coefficient_zone_mean_beta_1_recharge,,Before,2.3825,m,"Zone=Impact, n_wells=2"
Coefficient_zone_mean_beta_1_recharge,,After,2.274,m,"Zone=Impact, n_wells=3"
Coefficient_zone_mean_beta_1_recharge,,Before,2.4492,m,"Zone=Edge, n_wells=6"
Coefficient_zone_mean_beta_1_recharge,,After,2.2531,m,"Zone=Edge, n_wells=8"
Coefficient_zone_mean_beta_1_recharge,,Before,2.235,m,"Zone=Control, n_wells=8"
Coefficient_zone_mean_beta_1_recharge,,After,2.2475,m,"Zone=Control, n_wells=8"
Coefficient_zone_mean_beta_2_atmospheric_draw,,Before,2.0975,m,"Zone=Impact, n_wells=2"
Coefficient_zone_mean_beta_2_atmospheric_draw,,After,2.088,m,"Zone=Impact, n_wells=3"
Coefficient_zone_mean_beta_2_atmospheric_draw,,Before,2.2923,m,"Zone=Edge, n_wells=6"
Coefficient_zone_mean_beta_2_atmospheric_draw,,After,2.1789,m,"Zone=Edge, n_wells=8"
Coefficient_zone_mean_beta_2_atmospheric_draw,,Before,2.4549,m,"Zone=Control, n_wells=8"
Coefficient_zone_mean_beta_2_atmospheric_draw,,After,2.2999,m,"Zone=Control, n_wells=8"
Coefficient_zone_mean_beta_3_internal_brake,,Before,-0.0445,m,"Zone=Impact, n_wells=2"
Coefficient_zone_mean_beta_3_internal_brake,,After,-0.025,m,"Zone=Impact, n_wells=3"
Coefficient_zone_mean_beta_3_internal_brake,,Before,-0.048,m,"Zone=Edge, n_wells=6"
Coefficient_zone_mean_beta_3_internal_brake,,After,-0.0272,m,"Zone=Edge, n_wells=8"
Coefficient_zone_mean_beta_3_internal_brake,,Before,-0.0231,m,"Zone=Control, n_wells=8"
Coefficient_zone_mean_beta_3_internal_brake,,After,-0.0165,m,"Zone=Control, n_wells=8"
